question_id,category,gold,first_model,first_choice,first_correct,second_model,second_choice,second_correct,jev_selected_model,jev_error,laya_selected_model,laya_error,jev_correct,laya_correct,oracle_correct
7204,economics,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7362,economics,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7383,economics,G,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
7419,economics,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7445,economics,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7448,economics,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7461,economics,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7534,economics,H,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
7606,economics,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7628,economics,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7635,economics,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7651,economics,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7915,math,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7953,math,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7981,math,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
8148,math,H,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
8214,math,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
8229,math,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
8277,math,A,openai/gpt-4.1-mini,F,False,google/gemini-2.5-flash-lite,G,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
8320,math,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
8321,math,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
8340,math,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
8474,math,B,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
8518,math,J,openai/gpt-4.1-mini,H,False,google/gemini-2.5-flash-lite,G,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
8594,math,H,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
8597,math,C,openai/gpt-4.1-mini,F,False,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
8632,math,I,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
8688,math,E,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,E,True,google/gemini-2.5-flash-lite,,openai/gpt-4.1-mini,,True,False,True
8719,math,I,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,A,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
8739,math,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
8775,math,A,openai/gpt-4.1-mini,G,False,google/gemini-2.5-flash-lite,G,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
8815,math,E,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
9065,physics,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
9323,physics,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
9409,physics,A,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
9410,physics,H,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,J,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
9452,physics,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
9454,physics,I,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
9531,physics,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
9542,physics,H,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
9623,physics,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
9678,physics,I,openai/gpt-4.1-mini,E,False,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
9855,physics,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
9859,physics,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
9957,physics,C,openai/gpt-4.1-mini,I,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
9972,physics,G,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
10112,physics,E,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,G,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
10153,physics,F,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
10159,physics,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
10167,physics,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10188,physics,I,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,H,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
10205,physics,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
10367,computer science,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10383,computer science,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,I,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10402,computer science,I,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
10408,computer science,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10420,computer science,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,H,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10463,computer science,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10468,computer science,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10491,computer science,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,A,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,False,True
10494,computer science,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10530,computer science,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10533,computer science,B,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
10539,computer science,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10604,computer science,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10631,computer science,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,A,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10642,computer science,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10657,computer science,E,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,A,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
10689,computer science,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
10731,computer science,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10734,computer science,I,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
10765,computer science,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10909,philosophy,J,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
10913,philosophy,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10953,philosophy,B,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
10967,philosophy,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10969,philosophy,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
10975,philosophy,H,openai/gpt-4.1-mini,E,False,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
11003,philosophy,B,openai/gpt-4.1-mini,J,False,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
11013,philosophy,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,False,True
11044,philosophy,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11048,philosophy,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11086,philosophy,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11091,philosophy,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11109,philosophy,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11120,philosophy,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11129,philosophy,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
11168,philosophy,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11199,philosophy,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11201,philosophy,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,False,True
11249,philosophy,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11274,philosophy,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11318,engineering,D,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,J,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
11322,engineering,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11348,engineering,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11393,engineering,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11395,engineering,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
11411,engineering,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11420,engineering,D,openai/gpt-4.1-mini,E,False,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
11650,engineering,I,openai/gpt-4.1-mini,J,False,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
11682,engineering,I,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
11770,engineering,D,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
11811,engineering,I,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,True,True
11844,engineering,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11870,engineering,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11889,engineering,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
11892,engineering,A,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
11924,engineering,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
11982,engineering,G,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,A,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
12019,engineering,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
12054,engineering,A,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
12155,engineering,I,openai/gpt-4.1-mini,G,False,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
